answer,word_ids,vocab_size,predicted_profiles
represent,"[11, 4, 3, 11, 4, 7, 4, 5, 8]",34,"[0.6256992816925049, 0.0012548714876174927, 0.8319724202156067, 0.3890599310398102, 1.360819697380066, 0.010911568999290466, 0.14644888043403625, 0.5528165698051453, 1.1399848461151123, 1.3597979545593262, 0.7116888761520386, 0.6898694038391113, 0.3757481575012207, 1.9952669143676758, 0.4415436387062073, 0.635298490524292, 1.0668398141860962, 0.572259783744812, 0.8892249464988708, 0.22871387004852295, 0.10780132561922073, 0.011006839573383331, 1.2732865810394287, 1.1221200227737427, 0.5445238947868347, 0.5824219584465027, 0.754738450050354, 0.06642380356788635, 1.024409294128418, 0.6985270977020264, 0.601693332195282, 0.5666833519935608, 0.7138419151306152, 0.19627636671066284, 1.0139210224151611, 0.8337238430976868, 0.7207397818565369, 0.3337605595588684, 0.9152611494064331, 0.9473000764846802, 0.3416856825351715, 1.0018017292022705, 1.1964757442474365, 0.9098976254463196, 1.0396764278411865, 0.49293848872184753, 1.3228871822357178, 1.307171106338501, 0.49239450693130493, 1.1805593967437744, 1.0558996200561523, 0.08847060799598694, 0.9195513725280762, 0.9135797023773193, 0.36118030548095703, 1.2992645502090454, 0.027233511209487915, 0.8313304781913757, 1.173513412475586, 1.606296420097351, 0.5515921115875244, 0.7370290756225586, 0.025167107582092285, 0.5182842016220093]"
result,"[11, 4, 7, 13, 14, 8]",34,"[1.7664178609848022, -0.005923733115196228, 0.301242470741272, 0.20108801126480103, 0.3966086804866791, 0.0174933522939682, 0.8725911974906921, 0.01140587031841278, 0.22812920808792114, 0.5018038153648376, 0.01920112408697605, 0.8861720561981201, 0.5577954053878784, 0.8173216581344604, 0.858447790145874, 0.49189385771751404, 2.2628250122070312, 0.036391615867614746, 2.485307216644287, 0.36801421642303467, 0.20246364176273346, -0.04359328746795654, 1.8215399980545044, 0.5652726888656616, 0.6365717053413391, 0.3146340548992157, 0.29218992590904236, 0.04749535024166107, 0.44646739959716797, 0.41073140501976013, 0.5948463678359985, 0.6177570223808289, 1.8288557529449463, 0.6609269380569458, 2.0016870498657227, 2.522556781768799, 0.23681959509849548, 0.2828734815120697, 0.4626568853855133, 0.888412356376648, 0.5743059515953064, 1.0259344577789307, 3.005774736404419, 2.7131621837615967, 0.3711131811141968, 0.10012295842170715, 0.4253373146057129, 0.6289339065551758, 1.2343307733535767, 0.2234855741262436, 2.620375394821167, 0.04104727506637573, 1.101986050605774, 0.8001089096069336, 0.1605011224746704, 0.4998975396156311, -0.0009531304240226746, 0.6454229950904846, 0.2716958522796631, 0.6659166812896729, 0.04332315921783447, 1.3338656425476074, 0.09381045401096344, 1.8101766109466553]"
retell,"[11, 4, 8, 4, 14, 14]",34,"[0.6243806481361389, 0.07195409387350082, 0.6439803242683411, 0.19026702642440796, 1.1756151914596558, 0.3113951086997986, 0.18718673288822174, 0.6095349788665771, 1.0716890096664429, 0.989984929561615, 0.8487869501113892, 0.7065594792366028, 0.33386677503585815, 1.9303500652313232, 0.1635482907295227, 0.6276926398277283, 0.8474617004394531, 0.7885429859161377, 0.8603496551513672, 0.08386355638504028, 0.05962624028325081, -0.03488457202911377, 0.7614943981170654, 0.6979643702507019, 0.3128455877304077, 0.2966708838939667, 1.0876349210739136, 0.13539408147335052, 1.3217699527740479, 0.12243956327438354, 0.5755267143249512, 0.29871129989624023, 0.5867313146591187, 0.1607648730278015, 0.7805233597755432, 0.923160970211029, 0.4014168381690979, 0.7447977662086487, 0.38268333673477173, 0.5506607890129089, 0.11544924974441528, 0.8451571464538574, 1.007315754890442, 0.7251611948013306, 1.4352242946624756, 0.22040396928787231, 1.4505654573440552, 1.5851759910583496, 0.3085812032222748, 1.332102656364441, 0.8866227865219116, 0.29688310623168945, 0.48162755370140076, 0.8418285846710205, 0.3965921103954315, 0.8948582410812378, 0.08746493607759476, 0.5547898411750793, 0.9349313974380493, 1.4351470470428467, 0.4370357394218445, 0.3814244568347931, 0.012276247143745422, 0.549628734588623]"
revise,"[11, 4, 28, 6, 7, 4]",34,"[1.1525001525878906, 0.01098872721195221, 0.5773430466651917, 0.18619179725646973, 0.6975558996200562, 0.16763004660606384, 0.48707830905914307, 0.20367324352264404, 0.6650022268295288, 0.6347405314445496, 0.4107128083705902, 1.0150104761123657, 0.6011747717857361, 1.661130428314209, 0.49146461486816406, 0.6253206729888916, 1.588965654373169, 0.4112972319126129, 1.6354820728302002, 0.26683419942855835, 0.2056286334991455, -0.025883570313453674, 1.3836631774902344, 0.5563610196113586, 0.5728671550750732, 0.31590041518211365, 0.878682017326355, 0.057763442397117615, 1.16085946559906, 0.2318074107170105, 0.895057201385498, 0.31798607110977173, 1.1736059188842773, 0.3753305971622467, 1.4245080947875977, 1.6383156776428223, 0.1519833505153656, 0.6166768074035645, 0.2484259009361267, 0.7094587087631226, 0.28753232955932617, 1.1546268463134766, 1.90452241897583, 1.6936473846435547, 1.201781153678894, 0.04252442717552185, 1.2109025716781616, 1.4090644121170044, 0.6862970590591431, 0.9082303047180176, 1.6961442232131958, 0.16595017910003662, 0.962292492389679, 1.070582628250122, 0.31833070516586304, 0.7049394845962524, -0.004762612283229828, 0.5908374786376953, 0.5622608065605164, 1.3002897500991821, 0.1977490335702896, 0.9556566476821899, 0.03811342269182205, 1.097398042678833]"
sequence,"[7, 4, 24, 13, 4, 5, 18, 4]",34,"[1.2051745653152466, -0.024783208966255188, 0.13213768601417542, 0.54397052526474, 0.6189296245574951, 0.5559509992599487, 0.5747804045677185, 0.5388039350509644, 1.0290952920913696, 0.5171588063240051, 0.8673179149627686, 0.22750011086463928, 0.17656676471233368, 1.4315245151519775, 0.3018202781677246, 0.3117538094520569, 1.4334956407546997, 0.8498654365539551, 1.900515079498291, 0.510721743106842, 0.652721107006073, 0.1295279860496521, 0.7163740992546082, 0.49675503373146057, 0.9930585622787476, -0.09926175326108932, 0.7589044570922852, -0.010982155799865723, 0.9949809908866882, -0.051388826221227646, 0.19111871719360352, 0.3957008123397827, 1.5301408767700195, 0.47387343645095825, 1.292838454246521, 1.9054477214813232, 0.15756824612617493, 0.897632896900177, 0.05570996180176735, 0.34564346075057983, 0.41389763355255127, 0.28653064370155334, 2.046100378036499, 1.6737842559814453, 0.9783117771148682, -0.13306790590286255, 0.8580760955810547, 1.203749179840088, 0.652096152305603, 0.7543513774871826, 1.7380973100662231, 0.18105895817279816, -0.028718378394842148, 0.2844162583351135, 0.2976788282394409, 0.581356942653656, 0.05000614374876022, 0.8069966435432434, 0.5710077881813049, 0.8308908939361572, 0.07429514825344086, 0.2692810297012329, 0.09377668052911758, 1.0642298460006714]"
source,"[7, 12, 13, 11, 18, 4]",34,"[0.967616081237793, 0.019539549946784973, 0.5489800572395325, 0.3414838910102844, 0.8199326992034912, 0.40858402848243713, 0.4494195878505707, 0.4959539771080017, 0.8678308129310608, 0.7121496200561523, 0.8295760154724121, 0.594561755657196, 0.369174599647522, 1.6417601108551025, 0.327823281288147, 0.5733488202095032, 1.1812043190002441, 0.7490025758743286, 1.3718922138214111, 0.32696259021759033, 0.3640921413898468, 0.03723832964897156, 0.9582717418670654, 0.581574022769928, 0.6210958957672119, 0.23160287737846375, 0.9252705574035645, 0.020483747124671936, 1.1237651109695435, 0.26220938563346863, 0.5729802250862122, 0.37448906898498535, 1.0262246131896973, 0.30813682079315186, 1.0349645614624023, 1.3846514225006104, 0.25568294525146484, 0.7685235142707825, 0.3105487525463104, 0.5171070098876953, 0.29033538699150085, 0.7444366216659546, 1.516472339630127, 1.3391879796981812, 1.1743788719177246, 0.10855403542518616, 1.0807217359542847, 1.393134355545044, 0.5366625785827637, 1.017066240310669, 1.40410578250885, 0.1836913377046585, 0.5700873136520386, 0.7334173321723938, 0.37149327993392944, 0.7074959874153137, 0.04553370922803879, 0.6089721322059631, 0.7277110815048218, 1.197173833847046, 0.30706456303596497, 0.5766127109527588, 0.07001464813947678, 0.823501706123352]"
summarize,"[7, 13, 19, 19, 2, 11, 6, 15, 4]",34,"[0.42100512981414795, -0.0033650249242782593, 1.0118550062179565, 0.8386455774307251, 1.9073774814605713, 0.04926842451095581, 0.1520060896873474, 0.9301928281784058, 1.766480803489685, 2.0355920791625977, 1.2444952726364136, 0.08510181307792664, 0.07721523195505142, 2.2663826942443848, 0.5654836297035217, 0.7708426117897034, 0.9769525527954102, 0.8688593506813049, 0.6889766454696655, 0.4244875907897949, 0.221867635846138, 0.09857786446809769, 1.1765813827514648, 1.7016183137893677, 0.9011021256446838, 0.8481925129890442, 0.5883944034576416, -0.028408825397491455, 0.8676703572273254, 1.3410508632659912, 0.20821593701839447, 0.982665479183197, 0.7449995875358582, 0.32048892974853516, 0.8427332043647766, 0.5985715389251709, 1.4106661081314087, 0.19332335889339447, 1.6355012655258179, 1.0640695095062256, 0.7117844820022583, 0.6134037971496582, 1.02300226688385, 0.592861533164978, 0.9375804662704468, 0.9667037129402161, 1.3848631381988525, 1.2159143686294556, 0.5848442316055298, 1.5958740711212158, 0.9353005290031433, 0.019274652004241943, 0.7854334712028503, 0.5731027722358704, 0.5475515127182007, 1.8514171838760376, 0.017987176775932312, 1.2617696523666382, 1.796636700630188, 1.904221773147583, 0.934640645980835, 0.4336621165275574, 0.015974566340446472, 0.23703092336654663]"
support,"[7, 13, 3, 3, 12, 11, 8]",34,"[0.5514727830886841, 0.0009194463491439819, 0.8068857789039612, 0.6617037653923035, 1.538619041442871, 0.02645815908908844, 0.12409619241952896, 0.6631969809532166, 1.3973902463912964, 1.7139718532562256, 0.6947333216667175, 0.4165133833885193, 0.20747800171375275, 1.9980814456939697, 0.7263331413269043, 0.4493899345397949, 1.2328534126281738, 0.6205438375473022, 0.8950685262680054, 0.5187551975250244, 0.11244620382785797, 0.05689966678619385, 1.4540424346923828, 1.5506887435913086, 0.8891587853431702, 0.6632131338119507, 0.3529495596885681, 0.07368884980678558, 0.6518228054046631, 1.2138029336929321, 0.34625154733657837, 0.8905590176582336, 0.8796862363815308, 0.37508654594421387, 1.1729655265808105, 0.7088708877563477, 1.1207503080368042, 0.057472750544548035, 1.3952471017837524, 1.3252828121185303, 0.6836639046669006, 0.8894658088684082, 1.3700487613677979, 0.8948242664337158, 0.5749845504760742, 0.7604951858520508, 1.014244794845581, 1.001628041267395, 0.7024158239364624, 1.1388580799102783, 1.2012385129928589, 0.08113649487495422, 0.9710249900817871, 0.6439390182495117, 0.19182121753692627, 1.5898569822311401, 0.05002591758966446, 1.2711526155471802, 1.4197139739990234, 1.5880228281021118, 0.625665009021759, 0.8121777772903442, 0.016635380685329437, 0.3634369969367981]"
symbol,"[7, 21, 19, 10, 12, 14]",34,"[1.3777292966842651, -0.015947282314300537, 0.2517004907131195, 0.35178741812705994, 0.5802234411239624, 0.37725400924682617, 0.7559987902641296, 0.47936248779296875, 0.8143532872200012, 0.5158674120903015, 0.5943692326545715, 0.348104327917099, 0.20413757860660553, 1.0751702785491943, 0.5290477871894836, 0.47255828976631165, 1.6972373723983765, 0.675972580909729, 2.085895299911499, 0.40368038415908813, 0.34443992376327515, 0.01648164913058281, 1.042271375656128, 0.5410422682762146, 0.7149982452392578, 0.2305527925491333, 0.5355260372161865, 0.011586636304855347, 0.6508532762527466, 0.25207972526550293, 0.1996936947107315, 0.5365085005760193, 1.6255123615264893, 0.557837963104248, 1.459865689277649, 2.082148790359497, 0.39027583599090576, 0.619369626045227, 0.34020042419433594, 0.4515148401260376, 0.5933734774589539, 0.39427727460861206, 2.322774887084961, 2.1083178520202637, 0.6409122943878174, 0.18404725193977356, 0.6716032028198242, 0.8867502808570862, 0.9222191572189331, 0.7126795053482056, 1.9996864795684814, 0.18895284831523895, 0.34699028730392456, 0.3750091791152954, 0.33070263266563416, 0.5445775389671326, 0.03561309725046158, 0.6694550514221191, 0.5333929657936096, 0.6551111936569214, 0.20817135274410248, 0.6048407554626465, 0.09645827114582062, 1.3470532894134521]"
topic,"[8, 12, 3, 6, 18]",34,"[1.2078559398651123, 0.010666221380233765, 0.2766260802745819, 0.5499820709228516, 0.7058895826339722, 0.6265900135040283, 0.621029794216156, 0.5527922511100769, 0.900503933429718, 0.6406201720237732, 0.6742931008338928, 0.36346718668937683, 0.14520803093910217, 1.366537094116211, 0.5541883707046509, 0.1994360387325287, 1.4896162748336792, 0.8842297792434692, 1.7726614475250244, 0.6885993480682373, 0.5399904847145081, 0.11884524673223495, 0.9094827175140381, 0.7168498635292053, 1.0136182308197021, 0.08501781523227692, 0.45015525817871094, 0.049984678626060486, 0.6498918533325195, 0.41554751992225647, 0.30241405963897705, 0.44057539105415344, 1.5336742401123047, 0.5057518482208252, 1.4027283191680908, 1.7180280685424805, 0.3364832401275635, 0.6475168466567993, 0.3746570348739624, 0.7081888914108276, 0.49874842166900635, 0.5295670032501221, 2.111220359802246, 1.7115341424942017, 0.5887861251831055, 0.11298923194408417, 0.6414819359779358, 0.9375492334365845, 0.7276912927627563, 0.7634211778640747, 1.8207154273986816, 0.32552847266197205, 0.36414116621017456, 0.3340996503829956, 0.02452332153916359, 0.6331968307495117, 0.0874963104724884, 0.9403993487358093, 0.7086147665977478, 0.7626876831054688, 0.19800052046775818, 0.5143396258354187, 0.14774984121322632, 1.0316749811172485]"
adjective,"[2, 20, 23, 4, 18, 8, 6, 28, 4]",34,"[0.34151673316955566, -0.016577214002609253, 0.9165319800376892, 0.5873148441314697, 1.7969907522201538, 0.331461638212204, 0.132881760597229, 1.0446650981903076, 1.8666194677352905, 1.5965708494186401, 1.5153982639312744, 0.26402685046195984, 0.1065475270152092, 2.722179889678955, 0.2138119339942932, 0.7368268370628357, 0.7962827682495117, 1.3124504089355469, 0.6167031526565552, 0.37792691588401794, 0.26084744930267334, 0.045924387872219086, 0.6664749979972839, 1.1937819719314575, 0.7743180394172668, 0.448210746049881, 1.173397183418274, -0.025233060121536255, 1.478258728981018, 0.6665641069412231, 0.4227626323699951, 0.6312257051467896, 0.6636117696762085, 0.2209954857826233, 0.6338201761245728, 0.5907732248306274, 0.9208643436431885, 0.8949259519577026, 0.8105865120887756, 0.7423036098480225, 0.35743606090545654, 0.5737496614456177, 0.7591625452041626, 0.4661442041397095, 1.6288282871246338, 0.5282983183860779, 1.7964046001434326, 1.944481611251831, 0.29117119312286377, 1.9406393766403198, 0.7535484433174133, 0.17955760657787323, 0.3060465455055237, 0.6445232629776001, 0.48033973574638367, 1.5016071796417236, 0.049225568771362305, 1.0343835353851318, 1.5900466442108154, 2.0109078884124756, 0.8136596083641052, 0.11799562722444534, 0.019937023520469666, 0.16605547070503235]"
adverb,"[2, 20, 28, 4, 11, 10]",34,"[0.4350254535675049, 0.005344212055206299, 0.5549899339675903, 0.4641493260860443, 1.1759374141693115, 0.32119694352149963, 0.1806279420852661, 0.8131828904151917, 1.2604198455810547, 1.092027187347412, 1.1620556116104126, 0.1237093061208725, 0.04763977974653244, 1.6542084217071533, 0.15082240104675293, 0.5823621153831482, 0.6585491895675659, 0.9157299995422363, 0.6999032497406006, 0.20290204882621765, 0.2678133249282837, 0.0572480708360672, 0.4452289044857025, 0.7771009802818298, 0.5019738674163818, 0.33850109577178955, 0.8536839485168457, 0.03023146092891693, 0.9664489030838013, 0.3724576234817505, 0.15220198035240173, 0.48460233211517334, 0.5823237895965576, 0.20291823148727417, 0.4528349041938782, 0.6603401303291321, 0.6519253849983215, 0.6043347716331482, 0.611872136592865, 0.35566139221191406, 0.2865913510322571, 0.2780977785587311, 0.7637277841567993, 0.5704684853553772, 1.0625709295272827, 0.3763980269432068, 1.1319371461868286, 1.2251967191696167, 0.2703400254249573, 1.2452270984649658, 0.6649276614189148, 0.14996565878391266, 0.1368124783039093, 0.3676060140132904, 0.46012458205223083, 0.9955534934997559, 0.0527103915810585, 0.641204297542572, 1.0627467632293701, 1.206727147102356, 0.5317646265029907, 0.04013092815876007, 0.04002440348267555, 0.31793150305747986]"
affix,"[2, 22, 22, 6, 27]",34,"[1.0400091409683228, 0.04901910573244095, 0.21837887167930603, 0.6026685237884521, 0.8563856482505798, 0.3489378094673157, 0.6101976633071899, 0.6156449913978577, 1.0969233512878418, 0.8625220656394958, 0.7507891058921814, 0.10971024632453918, -0.02105226367712021, 1.3423807621002197, 0.5296977758407593, 0.2529239356517792, 1.4347047805786133, 0.7535533905029297, 1.6184358596801758, 0.5512095093727112, 0.4263558089733124, 0.10320385545492172, 0.8102101683616638, 0.878801703453064, 0.9971638321876526, 0.12473566830158234, 0.3342301547527313, 0.1120443344116211, 0.4861663579940796, 0.443540096282959, 0.011059626936912537, 0.602449893951416, 1.4346566200256348, 0.5603142380714417, 1.222534418106079, 1.4865195751190186, 0.5501376390457153, 0.4675360321998596, 0.5360882878303528, 0.7323074340820312, 0.5075905919075012, 0.29626554250717163, 1.8868756294250488, 1.5400458574295044, 0.47064208984375, 0.24540047347545624, 0.6194929480552673, 0.7928304672241211, 0.6612701416015625, 0.8028141260147095, 1.6130188703536987, 0.202993243932724, 0.13163092732429504, 0.09763486683368683, 0.15923413634300232, 0.8661215901374817, 0.07323813438415527, 1.0045901536941528, 0.8215882182121277, 0.8477665185928345, 0.2735590934753418, 0.2654751241207123, 0.08239670842885971, 0.8984712362289429]"
alliteration,"[2, 14, 14, 6, 8, 4, 11, 2, 8, 6, 12, 5]",34,"[0.4746614694595337, -0.04127313196659088, 1.0135952234268188, 0.5193438529968262, 1.6863322257995605, 0.06556713581085205, 0.1391383409500122, 0.9314576983451843, 1.5689364671707153, 1.6988223791122437, 1.085598111152649, 0.16723233461380005, 0.15110698342323303, 1.8669490814208984, 0.4433799386024475, 0.8773306012153625, 0.8308706283569336, 0.8763599991798401, 0.7901999950408936, 0.29171210527420044, 0.11464803665876389, 0.037573352456092834, 1.1037836074829102, 1.383921504020691, 0.5640273094177246, 0.9959680438041687, 0.6539978981018066, -0.023775964975357056, 0.8149348497390747, 1.1750365495681763, 0.1953030526638031, 0.9262929558753967, 0.7151833176612854, 0.23943571746349335, 0.72384113073349, 0.6836810111999512, 1.3493106365203857, 0.24892973899841309, 1.4919064044952393, 0.7841335535049438, 0.7298697233200073, 0.5108523964881897, 1.0457018613815308, 0.71247398853302, 0.9266234636306763, 0.9947596788406372, 1.2753978967666626, 1.0877784490585327, 0.6229903697967529, 1.4851319789886475, 0.8618863821029663, 0.0498146116733551, 0.797478437423706, 0.6396698951721191, 0.6543551683425903, 1.5384066104888916, 0.01853429526090622, 0.9615360498428345, 1.541074275970459, 1.5680761337280273, 0.9125925898551941, 0.5334247350692749, 0.03177076578140259, 0.3442750871181488]"
ancient,"[2, 5, 18, 6, 4, 5, 8]",34,"[1.2132012844085693, 0.04314570873975754, 0.2973088324069977, 0.4398277997970581, 0.708796501159668, 0.24571458995342255, 0.559949517250061, 0.29464536905288696, 0.6953696012496948, 0.7646231055259705, 0.31064295768737793, 0.5679592490196228, 0.2768065333366394, 1.2855827808380127, 0.6568620800971985, 0.22313809394836426, 1.674663782119751, 0.39176061749458313, 1.7282910346984863, 0.4695565104484558, 0.32233208417892456, 0.06160696595907211, 1.337316632270813, 0.8627773523330688, 0.844251811504364, 0.14731773734092712, 0.37039679288864136, 0.10465671122074127, 0.5520194172859192, 0.4287032186985016, 0.37607845664024353, 0.5162729620933533, 1.4323086738586426, 0.466804176568985, 1.5614172220230103, 1.7329959869384766, 0.349531888961792, 0.37279582023620605, 0.5102234482765198, 0.8920480012893677, 0.43453022837638855, 0.8238111734390259, 2.1832497119903564, 1.7621482610702515, 0.44713151454925537, 0.13693249225616455, 0.6531529426574707, 0.8666630387306213, 0.8223578929901123, 0.569385826587677, 1.894779920578003, 0.1742849498987198, 0.667523205280304, 0.49082598090171814, 0.05027034133672714, 0.7685884833335876, 0.050220876932144165, 0.944607675075531, 0.6566467881202698, 0.9179627299308777, 0.1336827576160431, 0.7777281999588013, 0.08941525220870972, 1.1101435422897339]"
conjunction,"[18, 12, 5, 23, 13, 5, 18, 8, 6, 12, 5]",34,"[0.150793194770813, -0.026783853769302368, 1.537169098854065, 0.36379921436309814, 1.746988296508789, 0.04559284448623657, 0.011943802237510681, 0.8806002140045166, 1.254578948020935, 1.6876018047332764, 1.1315251588821411, 0.438740611076355, 0.39729440212249756, 2.030614137649536, 0.31538212299346924, 1.192662000656128, 0.37850654125213623, 0.8485333919525146, 0.2605103552341461, 0.11797769367694855, 0.032169409096241, 0.04260328412055969, 1.1697087287902832, 1.2951444387435913, 0.24555206298828125, 1.3560938835144043, 0.880160927772522, -0.03052002191543579, 1.0333925485610962, 1.356529712677002, 0.6161569356918335, 0.7416497468948364, 0.3270353078842163, 0.002221517264842987, 0.39742425084114075, 0.29810044169425964, 1.2609649896621704, 0.22770462930202484, 1.6119298934936523, 0.6232163906097412, 0.5622478723526001, 0.790385365486145, 0.318112850189209, 0.38376644253730774, 1.2253649234771729, 1.1920149326324463, 1.4923958778381348, 1.2921032905578613, 0.4456123411655426, 1.6451598405838013, 0.38670092821121216, 0.071860671043396, 1.292385220527649, 1.1444017887115479, 0.9174918532371521, 1.4984267950057983, 0.05008871108293533, 0.6346097588539124, 1.5880070924758911, 1.7901629209518433, 1.1755180358886719, 0.716552197933197, 0.0693853497505188, 0.14304745197296143]"
curious,"[18, 13, 11, 6, 12, 13, 7]",34,"[0.9976924657821655, -0.027367979288101196, 0.7690286040306091, 0.41327157616615295, 0.8387109637260437, -0.0505397766828537, 0.3323451578617096, 0.2364768385887146, 0.6201196312904358, 1.0648014545440674, 0.29863762855529785, 0.4864554703235626, 0.4312937259674072, 1.0224354267120361, 0.8719128966331482, 0.7434638142585754, 1.5560357570648193, 0.16094627976417542, 1.4989452362060547, 0.39540809392929077, 0.10452621430158615, 0.04126870632171631, 1.784645438194275, 1.0902135372161865, 0.6499797105789185, 0.8965637683868408, 0.2517032325267792, -0.020701318979263306, 0.41890907287597656, 1.201344609260559, 0.48275965452194214, 0.939752459526062, 1.2290940284729004, 0.4841132164001465, 1.4243900775909424, 1.399613380432129, 1.0079394578933716, -0.02617788314819336, 1.221930980682373, 0.8976010084152222, 0.9899170994758606, 0.8090065717697144, 1.9586172103881836, 1.743761658668518, 0.348263144493103, 0.6906934976577759, 0.6033548712730408, 0.5943943858146667, 1.178730845451355, 0.6481051445007324, 1.840702772140503, -0.003151625394821167, 1.3667179346084595, 0.7480002045631409, 0.4655478000640869, 1.0150314569473267, -0.01572035253047943, 0.8309563994407654, 0.7977087497711182, 1.0338077545166016, 0.46402591466903687, 1.2674819231033325, 0.03627803549170494, 0.9964195489883423]"
eager,"[4, 2, 17, 4, 11]",34,"[1.3560070991516113, 0.012842610478401184, 0.44773006439208984, 0.26287761330604553, 0.8161800503730774, 0.021345362067222595, 0.4795297384262085, 0.12360525131225586, 0.6969155073165894, 0.8309359550476074, 0.3114221692085266, 1.0689384937286377, 0.6131173968315125, 1.7458999156951904, 0.6506609916687012, 0.4809548258781433, 1.898057222366333, 0.23557861149311066, 1.8136012554168701, 0.2179875373840332, 0.11904041469097137, -0.05845283716917038, 1.7350519895553589, 0.7730723023414612, 0.6088651418685913, 0.1960648000240326, 0.7565112113952637, 0.057888686656951904, 1.0711013078689575, 0.2537817358970642, 0.8665639162063599, 0.42776986956596375, 1.263005018234253, 0.4328894019126892, 1.7586101293563843, 1.818756103515625, 0.22973352670669556, 0.43736350536346436, 0.36368632316589355, 0.981643795967102, 0.3125552237033844, 1.340447187423706, 2.310368776321411, 1.9767320156097412, 1.0240951776504517, 0.015988068655133247, 1.1778573989868164, 1.3645635843276978, 0.8405888080596924, 0.7732895612716675, 2.0250165462493896, 0.08521027863025665, 1.0666314363479614, 1.0580629110336304, 0.18087908625602722, 0.8525551557540894, -0.011281251907348633, 0.7331743240356445, 0.6165375709533691, 1.3648606538772583, 0.10050080716609955, 1.155418872833252, 0.022875554859638214, 1.2980306148529053]"
enormous,"[4, 5, 12, 11, 19, 12, 13, 7]",34,"[1.3821167945861816, -0.055687859654426575, 0.5440991520881653, 0.5848301649093628, 0.8059634566307068, -0.21736590564250946, 0.47916144132614136, 0.020261302590370178, 0.5926082730293274, 1.2030972242355347, 0.12376275658607483, 0.5775063633918762, 0.5191190838813782, 1.019230604171753, 1.1900111436843872, 0.6202960014343262, 2.2821969985961914, -0.1655808985233307, 2.0432705879211426, 0.5119385123252869, 0.08682027459144592, 0.00797460600733757, 2.3262879848480225, 1.2712152004241943, 0.9321236610412598, 0.7554031610488892, 0.04162190854549408, -0.09265914559364319, 0.29731130599975586, 1.2088167667388916, 0.46361732482910156, 1.1135976314544678, 1.6984148025512695, 0.6888686418533325, 2.0663015842437744, 1.9831418991088867, 0.995386004447937, -0.1525973528623581, 1.3065232038497925, 1.231469750404358, 1.1025267839431763, 0.9772747755050659, 2.7683656215667725, 2.3996083736419678, 0.17101749777793884, 0.5641204118728638, 0.4800446033477783, 0.4675891399383545, 1.5742510557174683, 0.4229166805744171, 2.593409776687622, -0.14806661009788513, 1.532719373703003, 0.7617605924606323, 0.3234546184539795, 1.1481183767318726, -0.05687327682971954, 1.0768287181854248, 0.7622922658920288, 1.1000487804412842, 0.28508493304252625, 1.6093255281448364, 0.01410694420337677, 1.3910133838653564]"
hyperbole,"[9, 21, 3, 4, 11, 10, 12, 14, 4]",34,"[0.9345201253890991, -0.06415633857250214, 0.631628155708313, 0.5365282297134399, 1.1392266750335693, 0.1851024031639099, 0.19000236690044403, 0.5499743223190308, 1.315109133720398, 1.138680100440979, 0.983177125453949, 0.6468199491500854, 0.4118608832359314, 2.1553471088409424, 0.43068957328796387, 0.7259787321090698, 1.3566479682922363, 0.7735076546669006, 1.3313968181610107, 0.28269702196121216, 0.2718937397003174, 0.03290204703807831, 1.2285642623901367, 0.8738623857498169, 0.7318985462188721, 0.399105966091156, 1.0196969509124756, -0.07435745000839233, 1.380069375038147, 0.3508417308330536, 0.6418527364730835, 0.49453556537628174, 1.0105392932891846, 0.2973853349685669, 1.2334109544754028, 1.308013916015625, 0.5602526664733887, 0.6880680322647095, 0.5494117140769958, 0.641247034072876, 0.4860796332359314, 0.8449026346206665, 1.6026712656021118, 1.3922102451324463, 1.4039593935012817, 0.24344447255134583, 1.4701967239379883, 1.6195805072784424, 0.6593602895736694, 1.2412313222885132, 1.3913674354553223, 0.039767295122146606, 0.7189968824386597, 0.9054926037788391, 0.4963754117488861, 1.091503620147705, -0.03409723937511444, 0.8291009068489075, 1.0088214874267578, 1.6037534475326538, 0.4054717719554901, 0.6777247190475464, 0.017023026943206787, 0.7660682201385498]"
idiom,"[6, 20, 6, 12, 19]",34,"[0.8600028157234192, 0.02359466254711151, 0.4573022723197937, 0.4174766540527344, 0.9199526309967041, 0.3480195999145508, 0.5467911958694458, 0.5781916379928589, 1.0154576301574707, 0.9079880714416504, 0.5379775762557983, 0.29241180419921875, 0.10729502886533737, 1.3121337890625, 0.516559898853302, 0.30301621556282043, 1.2694180011749268, 0.6974912285804749, 1.3903803825378418, 0.5672826766967773, 0.3178519606590271, 0.05503483861684799, 0.882348358631134, 0.8926618695259094, 0.848308265209198, 0.3122808039188385, 0.4126278758049011, 0.09283694624900818, 0.5256916880607605, 0.6290220022201538, 0.17258599400520325, 0.6039558053016663, 1.2764885425567627, 0.47205185890197754, 1.0837920904159546, 1.2749435901641846, 0.5968096852302551, 0.43032562732696533, 0.6805353760719299, 0.7688853740692139, 0.501431405544281, 0.5193105340003967, 1.705706000328064, 1.2576326131820679, 0.5265756845474243, 0.3475396931171417, 0.7193047404289246, 0.8700061440467834, 0.6634521484375, 0.857284426689148, 1.436780333518982, 0.2656272053718567, 0.4549608528614044, 0.34179025888442993, 0.09909709542989731, 0.8741765022277832, 0.08041469752788544, 0.9650796055793762, 0.8930706977844238, 0.9279646277427673, 0.3569497764110565, 0.48283272981643677, 0.10866071283817291, 0.7159595489501953]"
