answer,word_ids,vocab_size,predicted_profiles
theme,"[8, 9, 4, 19, 4]",34,"[0.7508500218391418, 1.6752698421478271, 0.9853188395500183, 0.1002005934715271, 0.5443220734596252, 1.278590440750122, 0.6693731546401978, 0.5700501203536987, 0.8825579285621643, 0.09477867186069489, -0.0029868108686059713, 1.1865137815475464, 1.2033597230911255, 0.7199594378471375, -0.0070465728640556335, 1.7648096084594727, 0.5624831914901733, 0.3493350148200989, 0.034548066556453705, 1.4087930917739868, 1.2871044874191284, 1.085484266281128, 0.48352572321891785, 0.8442909717559814, 0.9289118051528931, 0.48199665546417236, 1.0841175317764282, 1.2096905708312988, 1.0299720764160156, 1.3372647762298584, 1.3024816513061523, 0.1208207905292511, 0.5790860652923584, 0.49053335189819336, 0.9024519324302673, 0.1248193085193634, 1.422690987586975, 1.2066529989242554, 0.11891177296638489, 0.16458860039710999, 1.1542929410934448, 0.09916925430297852, 0.5921054482460022, 0.6944664716720581, 1.1479233503341675, 0.32037490606307983, 1.864449381828308, 0.8578404784202576, 1.9158120155334473, 0.8685460686683655, 0.016234945505857468, 0.3361756503582001, 0.5645383596420288, 1.5961192846298218, 0.8492712378501892, 0.6581920385360718, 0.11672347784042358, 0.01047273725271225, 1.2422794103622437, 0.8013014197349548, 0.4673280715942383, 1.0880614519119263, 0.06304597854614258, 0.34524136781692505]"
third person,"[8, 9, 6, 11, 20, 31, 3, 4, 11, 7, 12, 5]",34,"[0.7695721387863159, 2.373823881149292, 0.43933022022247314, 0.015907060354948044, 0.7526894211769104, 2.1100053787231445, 1.1582521200180054, 1.0234706401824951, 0.4187052845954895, 0.4041750431060791, 0.006817713379859924, 0.5566027164459229, 0.996878981590271, 1.3280029296875, 0.0031258724629878998, 1.0019176006317139, 1.1440178155899048, 0.9248788356781006, 0.07714660465717316, 2.1309027671813965, 0.6968944072723389, 0.5176880359649658, 0.6820484399795532, 0.7045299410820007, 1.1579983234405518, 1.1288889646530151, 1.3568655252456665, 1.707458257675171, 1.5983411073684692, 1.6993151903152466, 1.8981612920761108, 0.6302602291107178, 1.2186640501022339, 1.1783922910690308, 1.3625456094741821, 0.7246154546737671, 0.6575695872306824, 1.073805809020996, 0.003914177417755127, 0.1550602912902832, 0.6149988174438477, 0.3709641396999359, 0.4410688281059265, 0.8173543214797974, 1.5919300317764282, 0.6734902262687683, 2.3278825283050537, 1.2851972579956055, 2.214995861053467, 1.2200531959533691, 0.0018030926585197449, 0.4923025965690613, 0.961929976940155, 1.7894260883331299, 1.678128957748413, 0.5436056852340698, 0.4048571288585663, 0.008329607546329498, 1.4945964813232422, 0.5379713177680969, 0.3415106534957886, 1.3012090921401978, 0.007048856467008591, 0.4340752363204956]"
trait,"[8, 11, 2, 6, 8]",34,"[0.7299468517303467, 1.7116390466690063, 1.4873027801513672, 0.07456479966640472, 0.4464907944202423, 1.0416089296340942, 0.4491409361362457, 0.5421304702758789, 1.4273217916488647, 0.087223120033741, -0.000412139343097806, 1.6018915176391602, 1.4471293687820435, 0.4717616140842438, -0.0009209695272147655, 2.7876129150390625, 0.6223208904266357, 0.12227799743413925, 0.013197412714362144, 1.1636202335357666, 1.9265897274017334, 1.5373362302780151, 0.36573654413223267, 0.8491883277893066, 0.8664477467536926, 0.5573069453239441, 0.964862585067749, 1.1021604537963867, 0.7357213497161865, 1.2154121398925781, 1.1000722646713257, 0.2617134749889374, 0.6712411642074585, 0.21655480563640594, 0.6977887749671936, -0.07537699490785599, 2.176957368850708, 1.3441944122314453, 0.12018890678882599, 0.2519400715827942, 1.7493574619293213, 0.08825698494911194, 0.5652454495429993, 0.6988857984542847, 0.994070291519165, 0.1809329092502594, 2.006779193878174, 0.7956959009170532, 2.0054471492767334, 0.9118419885635376, 0.029891211539506912, 0.4425404667854309, 0.6182177066802979, 1.5899782180786133, 0.5761619806289673, 0.6174898147583008, 0.0687524825334549, 0.009364612400531769, 1.2559349536895752, 0.983710765838623, 0.6259841322898865, 1.187861680984497, 0.019666224718093872, 0.23937997221946716]"
verse,"[28, 4, 11, 7, 4]",34,"[0.6181182861328125, 1.9116902351379395, 1.435668706893921, 0.010952357202768326, 0.26639023423194885, 1.3159140348434448, 0.7179868817329407, 0.46622776985168457, 1.3414621353149414, 0.399037629365921, 0.02821432426571846, 1.3331283330917358, 1.3943418264389038, 0.44523197412490845, -0.004357018508017063, 2.3226654529571533, 0.8085737228393555, 0.23322223126888275, 0.03823162615299225, 1.4843003749847412, 1.802516222000122, 1.1748597621917725, 0.2786770462989807, 0.811133623123169, 1.012884497642517, 0.8484731912612915, 1.3012661933898926, 1.0250879526138306, 0.9686490297317505, 1.497843623161316, 1.0119788646697998, 0.6356576681137085, 0.9966249465942383, 0.3992858827114105, 0.8776214122772217, 0.004836834967136383, 1.7991364002227783, 1.0765471458435059, 0.17362117767333984, 0.23756420612335205, 1.345887303352356, 0.18701957166194916, 0.5617508888244629, 0.9070827960968018, 1.2508317232131958, 0.1616305112838745, 2.167125940322876, 1.2487255334854126, 2.11238431930542, 1.1351851224899292, 0.02261434681713581, 0.19946882128715515, 0.5507345795631409, 1.4177019596099854, 1.0910766124725342, 0.5294370055198669, 0.16649220883846283, 0.0018245577812194824, 1.1509027481079102, 0.6052474975585938, 0.3385714888572693, 0.9161146283149719, -0.009557176381349564, 0.16931253671646118]"
argument,"[2, 11, 17, 13, 19, 4, 5, 8]",34,"[0.4311150908470154, 2.406153917312622, 0.6484075784683228, 0.11762292683124542, 0.8831411600112915, 1.5070537328720093, 0.9402046203613281, 1.162014365196228, 0.7999341487884521, 0.40960803627967834, -0.0057400427758693695, 0.8864454030990601, 0.80613112449646, 1.0893487930297852, -0.004372165072709322, 1.875805139541626, 1.4867180585861206, 0.728110671043396, 0.07025457918643951, 1.4649187326431274, 0.9295265674591064, 0.96320641040802, 0.6212553977966309, 0.276056170463562, 0.47169509530067444, 1.3454041481018066, 0.8510425090789795, 1.536844253540039, 0.9069023132324219, 1.0924861431121826, 1.8807686567306519, 0.7131286859512329, 1.4451144933700562, 0.8685432076454163, 0.764540433883667, 0.20141592621803284, 1.3256192207336426, 0.9709826111793518, 0.030095867812633514, 0.3029489517211914, 1.4030190706253052, 0.5354302525520325, 0.30361998081207275, 0.39703530073165894, 1.267369031906128, 0.6364509463310242, 2.2752997875213623, 0.7845826148986816, 2.0570170879364014, 1.192880630493164, 0.04067821055650711, 0.9658618569374084, 1.3352930545806885, 1.5129282474517822, 1.0161648988723755, 0.3002344071865082, 0.5135740041732788, 0.0016739442944526672, 1.1633814573287964, 0.9206578135490417, 0.8036374449729919, 1.505094289779663, 0.04962807148694992, 0.3293943405151367]"
assess,"[2, 7, 7, 4, 7, 7]",34,"[0.4664727747440338, 2.4989452362060547, 0.5103636384010315, -0.004179634153842926, 0.4762365520000458, 2.2297379970550537, 1.520809531211853, 1.0029916763305664, 0.43528711795806885, 0.8075177073478699, 0.02706095017492771, 0.29948723316192627, 0.9155594110488892, 1.2362968921661377, -0.010308993980288506, 0.5792363882064819, 1.3210369348526, 1.0477596521377563, 0.09061451256275177, 2.2520267963409424, 0.5787590742111206, 0.14699235558509827, 0.5493805408477783, 0.4287649691104889, 1.0084224939346313, 1.4358851909637451, 1.6493874788284302, 1.5006663799285889, 1.7152162790298462, 1.799991250038147, 1.6499862670898438, 1.0002102851867676, 1.5821938514709473, 1.2788280248641968, 1.4096213579177856, 0.32621514797210693, 0.39742276072502136, 0.6738618016242981, 0.05169685184955597, 0.1741253137588501, 0.30882641673088074, 0.629489004611969, 0.25943681597709656, 1.0888888835906982, 1.8472974300384521, 0.6284320950508118, 2.488570213317871, 1.6414240598678589, 2.238790512084961, 1.6088289022445679, 0.0038044843822717667, 0.21511656045913696, 1.0091899633407593, 1.4175269603729248, 1.9334814548492432, 0.2218242883682251, 0.727065920829773, -0.0032128747552633286, 1.1871507167816162, -0.0227975994348526, 0.059682607650756836, 0.8462986946105957, -0.0033699460327625275, 0.13686013221740723]"
bias,"[10, 6, 2, 7]",34,"[0.5113738775253296, 1.3679227828979492, 1.2855268716812134, 0.09370003640651703, 0.35998162627220154, 0.8870257139205933, 0.4865257143974304, 0.4068717360496521, 1.5323904752731323, 0.30442607402801514, 0.021913854405283928, 1.240048885345459, 0.9951295852661133, 0.40963008999824524, 0.0033968398347496986, 2.4154233932495117, 0.5623406171798706, 0.19044478237628937, 0.01032100711017847, 1.040773868560791, 1.850844144821167, 1.2254281044006348, 0.39906176924705505, 0.7561206817626953, 0.7667785882949829, 0.6627155542373657, 0.8443233370780945, 0.7637661695480347, 0.6870211362838745, 0.9976177215576172, 0.7754592299461365, 0.5579365491867065, 0.7617629766464233, 0.2875482439994812, 0.6099411249160767, 0.16156673431396484, 1.8350735902786255, 0.8081050515174866, 0.1960342824459076, 0.3007071018218994, 1.6612160205841064, 0.1508115977048874, 0.6555430889129639, 0.5950503349304199, 0.8374998569488525, 0.16177678108215332, 1.5013624429702759, 0.8473426699638367, 1.4544085264205933, 0.824812650680542, 0.07075878977775574, 0.3071599304676056, 0.4563865065574646, 1.0240579843521118, 0.734158992767334, 0.5666370391845703, 0.12015692889690399, -0.012519653886556625, 0.8448095321655273, 0.6578747630119324, 0.4614042639732361, 0.7006487846374512, 0.027744121849536896, 0.3097640872001648]"
chronological,"[18, 9, 11, 12, 5, 12, 14, 12, 17, 6, 18, 2, 14]",34,"[0.6320052146911621, 2.6585805416107178, 0.5188508033752441, 0.16520996391773224, 1.1399972438812256, 1.8384459018707275, 1.11054265499115, 1.4466789960861206, 0.7035790681838989, 0.3009916841983795, -0.017696566879749298, 0.8222157955169678, 0.8508374691009521, 1.5101649761199951, -0.0008623693138360977, 1.7147001028060913, 1.5196177959442139, 0.9610697031021118, 0.08096124231815338, 1.7918016910552979, 0.7688084840774536, 0.8950127363204956, 0.9022414684295654, 0.3930475115776062, 0.6520075798034668, 1.358757495880127, 0.9782300591468811, 1.8678841590881348, 1.245497465133667, 1.3637419939041138, 2.2930617332458496, 0.5715353488922119, 1.4219528436660767, 1.1381200551986694, 1.0706040859222412, 0.35105419158935547, 1.1943297386169434, 1.111457109451294, -0.03784164786338806, 0.21363915503025055, 1.3174554109573364, 0.5716516971588135, 0.3166449964046478, 0.4879818856716156, 1.4910025596618652, 0.906409740447998, 2.591038227081299, 0.9138145446777344, 2.3313491344451904, 1.2511180639266968, 0.03179433196783066, 1.0155531167984009, 1.4480359554290771, 1.834052324295044, 1.23363196849823, 0.3521804213523865, 0.5946934819221497, 0.0013486742973327637, 1.4984357357025146, 0.8928665518760681, 0.7173063158988953, 1.7662920951843262, 0.05622466653585434, 0.42949166893959045]"
cite,"[18, 6, 8, 4]",34,"[0.4803503751754761, 1.6007970571517944, 1.299718976020813, 0.0037822164595127106, 0.15346118807792664, 0.9681243300437927, 0.5256667137145996, 0.3271961212158203, 1.2658498287200928, 0.3347146213054657, 0.028148069977760315, 1.1896629333496094, 1.1652523279190063, 0.3109319508075714, -0.0014791605062782764, 2.0568900108337402, 0.6910651922225952, 0.14341962337493896, 0.02867886796593666, 1.1497905254364014, 1.7185933589935303, 1.09073007106781, 0.1930246502161026, 0.7089654207229614, 0.8280718326568604, 0.7476930618286133, 1.0024034976959229, 0.7849724292755127, 0.6843398809432983, 1.173831582069397, 0.7340015172958374, 0.6767171621322632, 0.9030760526657104, 0.219385027885437, 0.6164754629135132, 0.04153328016400337, 1.6503411531448364, 0.8163567781448364, 0.2278653085231781, 0.2615084648132324, 1.2935744524002075, 0.1086035966873169, 0.5821318626403809, 0.6945466995239258, 0.969282329082489, 0.053450390696525574, 1.7741460800170898, 1.0167394876480103, 1.6932390928268433, 0.9281926155090332, 0.04875629022717476, 0.19741162657737732, 0.43301162123680115, 1.166492223739624, 0.8959893584251404, 0.4884808659553528, 0.08141760528087616, 0.004410997033119202, 0.883258044719696, 0.5550012588500977, 0.315117210149765, 0.7464293837547302, -0.010193966329097748, 0.13969659805297852]"
claim,"[18, 14, 2, 6, 19]",34,"[0.23448389768600464, 1.3488733768463135, 1.3230679035186768, 0.13978296518325806, 0.24242748320102692, 0.7685137987136841, 0.47621333599090576, 0.37439286708831787, 1.7992857694625854, 0.4852142035961151, 0.03775640204548836, 1.1595234870910645, 0.7071599960327148, 0.3150564432144165, 0.0034611914306879044, 2.514634370803833, 0.7481075525283813, 0.2355436533689499, 0.015260167419910431, 0.8811603784561157, 2.0475385189056396, 1.2428535223007202, 0.3281412124633789, 0.5562616586685181, 0.5515033602714539, 0.9261499643325806, 0.6837835907936096, 0.548599362373352, 0.47350767254829407, 0.8042623996734619, 0.5347846746444702, 0.9061161279678345, 1.032371997833252, 0.33297955989837646, 0.420979380607605, 0.10486296564340591, 1.9122258424758911, 0.43459218740463257, 0.29160815477371216, 0.41569799184799194, 1.9847222566604614, 0.266857385635376, 0.7152133584022522, 0.480055034160614, 0.7173998355865479, 0.1648322194814682, 1.3961591720581055, 0.9096333980560303, 1.2147239446640015, 0.8565990328788757, 0.10731743276119232, 0.360687255859375, 0.5303841829299927, 0.6494821310043335, 0.8419912457466125, 0.419522225856781, 0.2045591026544571, 0.010343775153160095, 0.5334981083869934, 0.6149251461029053, 0.49341970682144165, 0.5087714195251465, 0.056046225130558014, 0.3099913001060486]"
clarify,"[18, 14, 2, 11, 6, 22, 21]",34,"[0.15512055158615112, 1.4333257675170898, 1.6390553712844849, 0.19981826841831207, 0.18050213158130646, 0.7465121150016785, 0.4525052309036255, 0.31380268931388855, 2.2511775493621826, 0.6015217304229736, 0.049873847514390945, 1.3383771181106567, 0.7584985494613647, 0.14940613508224487, -0.00018814997747540474, 3.1535332202911377, 0.8820209503173828, 0.1733848750591278, 0.01879817619919777, 0.8123448491096497, 2.5286006927490234, 1.4862507581710815, 0.2550179958343506, 0.5946444272994995, 0.5983646512031555, 1.067486047744751, 0.7265088558197021, 0.4604598879814148, 0.3488430380821228, 0.8220449686050415, 0.413211852312088, 1.1262481212615967, 1.1884702444076538, 0.25098589062690735, 0.33402174711227417, 0.039562951773405075, 2.323474645614624, 0.38523030281066895, 0.35299304127693176, 0.5227510929107666, 2.4249258041381836, 0.25928017497062683, 0.8166900277137756, 0.5206398963928223, 0.7273423075675964, 0.0835871696472168, 1.4947291612625122, 0.9938523769378662, 1.2611068487167358, 0.9297220706939697, 0.14231865108013153, 0.29668381810188293, 0.47275909781455994, 0.5628294348716736, 0.8795803785324097, 0.44529759883880615, 0.21498212218284607, 0.013665810227394104, 0.5053113698959351, 0.692558765411377, 0.5110486149787903, 0.46383562684059143, 0.06309482455253601, 0.31614425778388977]"
conclude,"[18, 12, 5, 18, 14, 13, 20, 4]",34,"[0.19616632163524628, 2.4338572025299072, 1.1675310134887695, 0.08254233002662659, 0.3248852491378784, 1.481770396232605, 0.9513565301895142, 0.7531001567840576, 1.3557130098342896, 0.8129706978797913, 0.05065169930458069, 0.9111584424972534, 0.8911813497543335, 0.6830446124076843, -0.008651376701891422, 2.0993285179138184, 1.4725261926651, 0.5302585363388062, 0.08191167563199997, 1.58307945728302, 1.5754272937774658, 0.8994988203048706, 0.2827697694301605, 0.30539143085479736, 0.7461379766464233, 1.6431941986083984, 1.2446892261505127, 1.067185401916504, 0.9390084743499756, 1.4039814472198486, 1.1621673107147217, 1.4652568101882935, 1.8128924369812012, 0.7478936910629272, 0.7871543169021606, 0.13778363168239594, 1.464394450187683, 0.529442548751831, 0.15957319736480713, 0.354791522026062, 1.4127141237258911, 0.5176044702529907, 0.3392176926136017, 0.7650748491287231, 1.3948956727981567, 0.329334020614624, 2.3522274494171143, 1.5712971687316895, 2.0901429653167725, 1.4703724384307861, 0.04511068016290665, 0.45753151178359985, 0.9816201329231262, 1.0706735849380493, 1.6090666055679321, 0.18606969714164734, 0.4633013904094696, 0.005495984107255936, 0.9077287316322327, 0.44206148386001587, 0.4029255509376526, 0.9510281682014465, 0.011723414063453674, 0.17875495553016663]"
context,"[18, 12, 5, 8, 4, 27, 8]",34,"[0.3446233868598938, 1.6949721574783325, 1.7331726551055908, 0.27871620655059814, 0.6527188420295715, 0.6191782355308533, 0.12689492106437683, 0.5606478452682495, 2.2818872928619385, 0.24244704842567444, 0.013883850537240505, 1.976745843887329, 1.0567405223846436, 0.2817978262901306, -0.010016566142439842, 4.008951187133789, 1.0280598402023315, 0.08310450613498688, 0.011946497485041618, 0.5198884606361389, 2.5916824340820312, 2.1926004886627197, 0.40880316495895386, 0.6759445667266846, 0.32359570264816284, 0.8758419752120972, 0.33318889141082764, 0.9458489418029785, 0.10295805335044861, 0.6059556007385254, 1.115572452545166, 0.5674135088920593, 1.0451717376708984, 0.05326616019010544, 0.12735198438167572, -0.039750389754772186, 3.1908817291259766, 1.1865769624710083, 0.29042914509773254, 0.6290336847305298, 3.211522102355957, 0.18264049291610718, 0.9272010326385498, 0.17766189575195312, 0.5544555187225342, 0.1633441001176834, 1.7207508087158203, 0.29532480239868164, 1.6054103374481201, 0.6183184385299683, 0.09571880847215652, 0.9933984875679016, 0.954397976398468, 1.1760703325271606, 0.16120094060897827, 0.5833172798156738, 0.06916528940200806, 0.007531214505434036, 0.8558962345123291, 1.716681718826294, 1.405612826347351, 1.4347983598709106, 0.15615235269069672, 0.4272864758968353]"
convert,"[18, 12, 5, 28, 4, 11, 8]",34,"[0.2876521944999695, 2.7692785263061523, 0.7187681794166565, 0.03539740666747093, 0.6732643246650696, 1.5083421468734741, 0.8458396196365356, 1.1722041368484497, 0.6937507390975952, 0.4836844503879547, 0.01202987041324377, 0.9721850156784058, 1.0357462167739868, 0.9432543516159058, -0.003713126527145505, 1.8135443925857544, 1.6612639427185059, 0.6213853359222412, 0.08926521241664886, 1.4888100624084473, 0.9769988059997559, 0.9283524751663208, 0.4058762788772583, 0.12542583048343658, 0.42801421880722046, 1.5658483505249023, 0.9179272055625916, 1.6104780435562134, 0.8414596319198608, 1.224770426750183, 1.871490478515625, 0.9512934684753418, 1.675926685333252, 0.7080476880073547, 0.6351743340492249, -0.05045177787542343, 1.348745584487915, 1.000733494758606, 0.030749797821044922, 0.28662109375, 1.2242214679718018, 0.5627911686897278, 0.09234656393527985, 0.47016143798828125, 1.3975781202316284, 0.5481871366500854, 2.6536550521850586, 1.0537934303283691, 2.350355863571167, 1.316368579864502, -0.005040518939495087, 1.0020315647125244, 1.4766969680786133, 1.6122081279754639, 1.0454832315444946, 0.09735973179340363, 0.5367127656936646, 0.0043280236423015594, 1.2365634441375732, 0.8209510445594788, 0.7880424857139587, 1.7574599981307983, 0.0190170556306839, 0.09317470341920853]"
counterclaim,"[18, 12, 13, 5, 8, 4, 11, 18, 14, 2, 6, 19]",34,"[0.45681440830230713, 1.978916883468628, 1.239062786102295, 0.194758340716362, 0.6910043954849243, 1.2728580236434937, 0.6834108233451843, 0.8014337420463562, 1.6747958660125732, 0.4766491949558258, 0.021284088492393494, 1.1980555057525635, 0.8365508317947388, 0.8165760040283203, -0.0029596586246043444, 2.733154058456421, 1.1818686723709106, 0.4985211193561554, 0.0315469354391098, 1.279541015625, 1.891983151435852, 1.3136779069900513, 0.609127402305603, 0.5845200419425964, 0.6903496980667114, 1.169386386871338, 0.8337105512619019, 1.1429001092910767, 0.807884693145752, 1.0901719331741333, 1.265675663948059, 0.8961554765701294, 1.2949260473251343, 0.6369502544403076, 0.7231644988059998, 0.2658774256706238, 1.9899646043777466, 0.8184503316879272, 0.1058606281876564, 0.39961355924606323, 2.0539097785949707, 0.39457765221595764, 0.6423211097717285, 0.5133498311042786, 1.0139856338500977, 0.4739479720592499, 1.9653552770614624, 0.9325622916221619, 1.7556381225585938, 1.092627763748169, 0.08846481889486313, 0.7348748445510864, 0.9045235514640808, 1.1613060235977173, 1.0560212135314941, 0.47992318868637085, 0.34543299674987793, -0.0020761247724294662, 0.9443649649620056, 0.8682513236999512, 0.714084267616272, 1.1002501249313354, 0.07661773264408112, 0.4412013590335846]"
credible,"[18, 11, 4, 20, 6, 10, 14, 4]",34,"[0.22283044457435608, 1.8242237567901611, 1.3875535726547241, 0.3338250517845154, 0.5551073551177979, 0.6962766051292419, 0.23781484365463257, 0.5605440735816956, 1.9544955492019653, 0.325578898191452, 0.02060145139694214, 1.6747112274169922, 0.8732000589370728, 0.2857584059238434, -0.0019178753718733788, 3.3611388206481934, 1.16303288936615, 0.11205479502677917, 0.022555310279130936, 0.6541333198547363, 2.2295124530792236, 1.8405780792236328, 0.32027944922447205, 0.435916006565094, 0.2550743818283081, 1.1139227151870728, 0.4332127273082733, 0.8741968870162964, 0.1385018229484558, 0.6265805959701538, 1.0380477905273438, 0.7965576648712158, 1.2522313594818115, 0.1617921143770218, 0.12722435593605042, -0.050294168293476105, 2.624476194381714, 0.8826117515563965, 0.20540156960487366, 0.6273670196533203, 2.830214023590088, 0.2611112892627716, 0.6700160503387451, 0.1725395917892456, 0.6167042255401611, 0.18904604017734528, 1.7937238216400146, 0.5478417873382568, 1.5561705827713013, 0.7226674556732178, 0.09095139801502228, 1.0149078369140625, 0.9728003740310669, 1.0159175395965576, 0.44232943654060364, 0.4334620237350464, 0.12403827905654907, -0.010087462142109871, 0.7228890657424927, 1.3807011842727661, 1.2187336683273315, 1.3136039972305298, 0.19130507111549377, 0.4176521301269531]"
criteria,"[18, 11, 6, 8, 4, 11, 6, 2]",34,"[0.2247409224510193, 1.6248036623001099, 1.2032526731491089, 0.1156575083732605, 0.2026643604040146, 0.8378363251686096, 0.4661327302455902, 0.4485604166984558, 1.4506511688232422, 0.4582713544368744, 0.03151772543787956, 1.1151401996612549, 0.8440878391265869, 0.30849871039390564, 0.002204141579568386, 2.3030612468719482, 0.9464401006698608, 0.1891304850578308, 0.022159665822982788, 0.9106120467185974, 1.805016279220581, 1.121989369392395, 0.20665155351161957, 0.4033467769622803, 0.5050643682479858, 1.0513978004455566, 0.7053136229515076, 0.7088154554367065, 0.42421701550483704, 0.8536198735237122, 0.6805615425109863, 0.9237837791442871, 1.2090237140655518, 0.2801761031150818, 0.36898109316825867, 0.03109521046280861, 1.7053873538970947, 0.5289766192436218, 0.19654111564159393, 0.4000670909881592, 1.6846978664398193, 0.26135483384132385, 0.4691111445426941, 0.4809699058532715, 0.770797073841095, 0.15469130873680115, 1.6625975370407104, 0.8938965797424316, 1.4783146381378174, 0.9522826671600342, 0.08160445094108582, 0.42902353405952454, 0.6732485294342041, 0.8340896368026733, 0.7445479035377502, 0.29893094301223755, 0.19365614652633667, -0.001176878809928894, 0.6715521216392517, 0.5533621907234192, 0.5016144514083862, 0.7488779425621033, 0.03804801404476166, 0.17688924074172974]"
debate,"[20, 4, 10, 2, 8, 4]",34,"[0.5153732299804688, 2.2411937713623047, 0.7980791926383972, 0.049664754420518875, 0.656191885471344, 1.3478336334228516, 0.7439906597137451, 0.9334172010421753, 0.7098982334136963, 0.2884373962879181, 0.00970243476331234, 1.0089184045791626, 1.0344032049179077, 0.9410920143127441, -0.009830296970903873, 1.7396119832992554, 1.201303243637085, 0.5346056222915649, 0.05838824808597565, 1.388375163078308, 1.0151973962783813, 0.9162447452545166, 0.5217103958129883, 0.43781161308288574, 0.5968578457832336, 1.0794504880905151, 0.8890024423599243, 1.4435168504714966, 0.8959164619445801, 1.1885467767715454, 1.6107040643692017, 0.5882163643836975, 1.2374026775360107, 0.5923224687576294, 0.7553186416625977, 0.15663914382457733, 1.3175320625305176, 1.0632681846618652, 0.036911651492118835, 0.20109471678733826, 1.0895287990570068, 0.356246680021286, 0.3071199059486389, 0.5076274275779724, 1.209018349647522, 0.4769406318664551, 2.204758644104004, 0.8385380506515503, 2.0967345237731934, 1.083644986152649, 0.005135124549269676, 0.7104285359382629, 1.0749938488006592, 1.5530457496643066, 0.8883233070373535, 0.3196902275085449, 0.37136322259902954, -0.012200025841593742, 1.2280739545822144, 0.7480153441429138, 0.654548168182373, 1.4395796060562134, 0.007410053163766861, 0.18125200271606445]"
deduce,"[20, 4, 20, 13, 18, 4]",34,"[0.1961238831281662, 1.6999448537826538, 1.1912935972213745, 0.1171116977930069, 0.15187406539916992, 1.1052331924438477, 0.7439218163490295, 0.35961729288101196, 1.4944103956222534, 0.728720486164093, 0.056331560015678406, 0.9124021530151367, 0.7319709062576294, 0.3549852967262268, -0.007472341880202293, 2.079033136367798, 1.0845165252685547, 0.34383562207221985, 0.0567566454410553, 1.2045232057571411, 1.7247217893600464, 0.9652109146118164, 0.24130982160568237, 0.5348550081253052, 0.7165326476097107, 1.23198664188385, 0.9915255904197693, 0.5894461870193481, 0.6829839944839478, 1.1307151317596436, 0.6266456842422485, 1.2568988800048828, 1.5072580575942993, 0.5151559114456177, 0.5716918706893921, 0.31972408294677734, 1.550835132598877, 0.34427410364151, 0.24056538939476013, 0.36183273792266846, 1.4900822639465332, 0.33182334899902344, 0.6410586833953857, 0.6414190530776978, 1.0159986019134521, 0.13641637563705444, 1.6857231855392456, 1.3398841619491577, 1.5148237943649292, 1.0864431858062744, 0.0702124834060669, 0.23275232315063477, 0.5412042737007141, 0.6416707038879395, 1.3871756792068481, 0.41184693574905396, 0.2558664381504059, -0.02182694897055626, 0.5530301928520203, 0.43162333965301514, 0.3820216655731201, 0.47340118885040283, 0.044605739414691925, 0.24391508102416992]"
elaborate,"[4, 14, 2, 10, 12, 11, 2, 8, 4]",34,"[0.39418432116508484, 2.396902322769165, 1.0976488590240479, 0.19078071415424347, 0.8652486801147461, 1.0957852602005005, 0.4451771676540375, 1.0423341989517212, 1.2088217735290527, 0.25067245960235596, 0.0013361320598050952, 1.4615719318389893, 1.0838390588760376, 0.7671244740486145, -0.008191936649382114, 2.8539974689483643, 1.5172228813171387, 0.339560329914093, 0.042082831263542175, 0.955531656742096, 1.547028660774231, 1.5146676301956177, 0.5013502240180969, 0.26002204418182373, 0.25598573684692383, 1.3172541856765747, 0.521533191204071, 1.5097723007202148, 0.43411120772361755, 0.8560779094696045, 1.7668874263763428, 0.6666953563690186, 1.4642499685287476, 0.3766045868396759, 0.3659287095069885, -0.023133069276809692, 2.1281676292419434, 1.2376397848129272, 0.0046046823263168335, 0.41813209652900696, 2.0840842723846436, 0.42493554949760437, 0.3120543956756592, 0.24706099927425385, 0.9338449835777283, 0.438301146030426, 2.333836793899536, 0.5107254981994629, 2.1218814849853516, 0.9830291867256165, 0.03488403931260109, 1.24949049949646, 1.435124397277832, 1.6396582126617432, 0.43416714668273926, 0.2479051649570465, 0.3248938322067261, -0.015223093330860138, 1.2137168645858765, 1.3251299858093262, 1.222593903541565, 1.9469659328460693, 0.07590527832508087, 0.24694588780403137]"
