answer,word_ids,vocab_size,predicted_profiles
climate,"[18, 14, 6, 19, 2, 8, 4]",34,"[0.20390412211418152, 0.07891060411930084, 0.20828278362751007, 0.43728846311569214, 0.07161397486925125]"
demand,"[20, 4, 19, 2, 5, 20]",34,"[0.1568271368741989, 0.1939106285572052, 0.12947872281074524, 0.48135581612586975, 0.03842764347791672]"
denominator,"[20, 4, 5, 12, 19, 6, 5, 2, 8, 12, 11]",34,"[0.07421255111694336, 0.14123453199863434, 0.03050125576555729, 0.748842179775238, 0.005209475290030241]"
ecosystem,"[4, 18, 12, 7, 21, 7, 8, 4, 19]",34,"[0.4341498911380768, 0.09454090148210526, 0.10314413905143738, 0.33395829796791077, 0.03420676290988922]"
environment,"[4, 5, 28, 6, 11, 12, 5, 19, 4, 5, 8]",34,"[0.7319959998130798, 0.02656390331685543, 0.12649139761924744, 0.10595108568668365, 0.00899763498455286]"
factor,"[22, 2, 18, 8, 12, 11]",34,"[0.15823207795619965, 0.13491369783878326, 0.23403233289718628, 0.4305953085422516, 0.04222662374377251]"
fraction,"[22, 11, 2, 18, 8, 6, 12, 5]",34,"[0.06578326225280762, 0.10088765621185303, 0.4656599164009094, 0.33535873889923096, 0.032310519367456436]"
goods,"[17, 12, 12, 20, 7]",34,"[0.11292264610528946, 0.10181359946727753, 0.5207791328430176, 0.22004903852939606, 0.04443557932972908]"
government,"[17, 12, 28, 4, 11, 5, 19, 4, 5, 8]",34,"[0.5807920098304749, 0.05525360256433487, 0.14363883435726166, 0.20750218629837036, 0.012813366018235683]"
inherit,"[6, 5, 9, 4, 11, 6, 8]",34,"[0.31205418705940247, 0.2324637919664383, 0.18970440328121185, 0.17460039258003235, 0.09117724001407623]"
law,"[14, 2, 26]",34,"[0.49936315417289734, 0.14288465678691864, 0.13119179010391235, 0.13464024662971497, 0.0919201523065567]"
leader,"[14, 4, 2, 20, 4, 11]",34,"[0.42304497957229614, 0.04775907099246979, 0.2746427357196808, 0.2009114772081375, 0.0536416731774807]"
multiple,"[19, 13, 14, 8, 6, 3, 14, 4]",34,"[0.2439945787191391, 0.17329750955104828, 0.36577555537223816, 0.18727710843086243, 0.02965521067380905]"
numerator,"[5, 13, 19, 4, 11, 2, 8, 12, 11]",34,"[0.12006968259811401, 0.25258302688598633, 0.05113935098052025, 0.5671793222427368, 0.00902862474322319]"
perimeter,"[3, 4, 11, 6, 19, 4, 8, 4, 11]",34,"[0.17713519930839539, 0.2482183575630188, 0.09759553521871567, 0.41483068466186523, 0.06222027167677879]"
product,"[3, 11, 12, 20, 13, 18, 8]",34,"[0.1460862010717392, 0.09240011870861053, 0.29041388630867004, 0.4281320869922638, 0.042967699468135834]"
quotient,"[24, 13, 12, 8, 6, 4, 5, 8]",34,"[0.15029743313789368, 0.06892295181751251, 0.3866581320762634, 0.3821420669555664, 0.011979351751506329]"
region,"[11, 4, 17, 6, 12, 5]",34,"[0.24581246078014374, 0.2442028820514679, 0.1500064581632614, 0.3228268325328827, 0.037151437252759933]"
resource,"[11, 4, 7, 12, 13, 11, 18, 4]",34,"[0.43688660860061646, 0.15731415152549744, 0.18614250421524048, 0.14339163899421692, 0.07626509666442871]"
responsible,"[11, 4, 7, 3, 12, 5, 7, 6, 10, 14, 4]",34,"[0.041695136576890945, 0.05719970539212227, 0.09190208464860916, 0.7208706736564636, 0.088332399725914]"
rights,"[11, 6, 17, 9, 8, 7]",34,"[0.5090832710266113, 0.09226954728364944, 0.2599029242992401, 0.10526475310325623, 0.03347950801253319]"
services,"[7, 4, 11, 28, 6, 18, 4, 7]",34,"[0.3244338035583496, 0.08385366946458817, 0.28541871905326843, 0.20388668775558472, 0.1024070605635643]"
supply,"[7, 13, 3, 3, 14, 21]",34,"[0.18798799812793732, 0.08070756494998932, 0.5080171823501587, 0.15892310440540314, 0.06436409056186676]"
trade,"[8, 11, 2, 20, 4]",34,"[0.2973121106624603, 0.14205485582351685, 0.2782842516899109, 0.22147022187709808, 0.06087856367230415]"
autobiography,"[2, 13, 8, 12, 10, 6, 12, 17, 11, 2, 3, 9, 21]",34,"[0.025001447647809982, 0.8894654512405396, 0.00931069627404213, 0.07551995664834976, 0.0007024577353149652]"
biography,"[10, 6, 12, 17, 11, 2, 3, 9, 21]",34,"[0.07560181617736816, 0.5107355117797852, 0.19842739403247833, 0.19554902613162994, 0.01968616619706154]"
caption,"[18, 2, 3, 8, 6, 12, 5]",34,"[0.08361861854791641, 0.21592998504638672, 0.5085902810096741, 0.1491505205631256, 0.042710576206445694]"
conflict,"[18, 12, 5, 22, 14, 6, 18, 8]",34,"[0.12135375291109085, 0.096735879778862, 0.5937469005584717, 0.13861681520938873, 0.04954659938812256]"
dialogue,"[20, 6, 2, 14, 12, 17, 13, 4]",34,"[0.08650759607553482, 0.15755131840705872, 0.11993969231843948, 0.6030622720718384, 0.03293909877538681]"
drama,"[20, 11, 2, 19, 2]",34,"[0.163301482796669, 0.20189844071865082, 0.27202820777893066, 0.30941885709762573, 0.0533529631793499]"
first person,"[22, 6, 11, 7, 8, 31, 3, 4, 11, 7, 12, 5]",34,"[0.2656600773334503, 0.25952383875846863, 0.11430580168962479, 0.33305224776268005, 0.027458054944872856]"
folktale,"[22, 12, 14, 16, 8, 2, 14, 4]",34,"[0.5667906999588013, 0.04714997112751007, 0.26722267270088196, 0.099180668592453, 0.01965595968067646]"
illustration,"[6, 14, 14, 13, 7, 8, 11, 2, 8, 6, 12, 5]",34,"[0.035150982439517975, 0.01621103845536709, 0.885219395160675, 0.05316244438290596, 0.010256216861307621]"
legend,"[14, 4, 17, 4, 5, 20]",34,"[0.3178829848766327, 0.2608959674835205, 0.17027832567691803, 0.16968394815921783, 0.0812588632106781]"
lesson,"[14, 4, 7, 7, 12, 5]",34,"[0.22911451756954193, 0.15486553311347961, 0.33047938346862793, 0.19223779439926147, 0.09330275654792786]"
main idea,"[19, 2, 6, 5, 31, 6, 20, 4, 2]",34,"[0.5663794875144958, 0.04762393608689308, 0.30387574434280396, 0.050809476524591446, 0.03131130337715149]"
motivation,"[19, 12, 8, 6, 28, 2, 8, 6, 12, 5]",34,"[0.03506360203027725, 0.2079465538263321, 0.20646041631698608, 0.5349550247192383, 0.01557439286261797]"
myth,"[19, 21, 8, 9]",34,"[0.36514517664909363, 0.27855056524276733, 0.17121291160583496, 0.14160555601119995, 0.04348580911755562]"
paragraph,"[3, 2, 11, 2, 17, 11, 2, 3, 9]",34,"[0.10420159250497818, 0.4255698323249817, 0.31173229217529297, 0.14557555317878723, 0.012920740060508251]"
passage,"[3, 2, 7, 7, 2, 17, 4]",34,"[0.106654092669487, 0.16987456381320953, 0.6071164011955261, 0.09084583073854446, 0.025509122759103775]"
point of view,"[3, 12, 6, 5, 8, 31, 12, 22, 31, 28, 6, 4, 26]",34,"[0.81910240650177, 0.006407876033335924, 0.15711508691310883, 0.015741975978016853, 0.0016327286139130592]"
prose,"[3, 11, 12, 7, 4]",34,"[0.19303442537784576, 0.12513068318367004, 0.3958797752857208, 0.23469889163970947, 0.05125623196363449]"
resolution,"[11, 4, 7, 12, 14, 13, 8, 6, 12, 5]",34,"[0.07053230702877045, 0.1941470056772232, 0.45429131388664246, 0.2504631578922272, 0.03056631051003933]"
rhythm,"[11, 9, 21, 8, 9, 19]",34,"[0.32376158237457275, 0.26225611567497253, 0.2297133058309555, 0.13646847009658813, 0.047800514847040176]"
scene,"[7, 18, 4, 5, 4]",34,"[0.20625823736190796, 0.19419148564338684, 0.20277932286262512, 0.1575482338666916, 0.23922264575958252]"
stage directions,"[7, 8, 2, 17, 4, 31, 20, 6, 11, 4, 18, 8, 6, 12, 5, 7]",34,"[0.15736711025238037, 0.05606631562113762, 0.5826000571250916, 0.18379844725131989, 0.02016809955239296]"
stanza,"[7, 8, 2, 5, 15, 2]",34,"[0.16800129413604736, 0.21617600321769714, 0.3356093466281891, 0.2453574240207672, 0.034855909645557404]"
text feature,"[8, 4, 27, 8, 31, 22, 4, 2, 8, 13, 11, 4]",34,"[0.839643120765686, 0.015198854729533195, 0.12183967232704163, 0.021010808646678925, 0.002307638293132186]"
theme,"[8, 9, 4, 19, 4]",34,"[0.32860928773880005, 0.2148142009973526, 0.20569802820682526, 0.19593091309070587, 0.054947614669799805]"
third person,"[8, 9, 6, 11, 20, 31, 3, 4, 11, 7, 12, 5]",34,"[0.4388149678707123, 0.12961691617965698, 0.11935779452323914, 0.2965315878391266, 0.015678860247135162]"
trait,"[8, 11, 2, 6, 8]",34,"[0.34967875480651855, 0.17929722368717194, 0.18981565535068512, 0.23337730765342712, 0.04783100634813309]"
verse,"[28, 4, 11, 7, 4]",34,"[0.5659697651863098, 0.0958862379193306, 0.14821526408195496, 0.16064177453517914, 0.029286937788128853]"
argument,"[2, 11, 17, 13, 19, 4, 5, 8]",34,"[0.17718499898910522, 0.09560291469097137, 0.505760133266449, 0.20350514352321625, 0.01794687658548355]"
assess,"[2, 7, 7, 4, 7, 7]",34,"[0.11183268576860428, 0.06073183938860893, 0.6577903628349304, 0.07324942201375961, 0.09639568626880646]"
bias,"[10, 6, 2, 7]",34,"[0.29699617624282837, 0.18865396082401276, 0.133081316947937, 0.1735299974679947, 0.20773862302303314]"
chronological,"[18, 9, 11, 12, 5, 12, 14, 12, 17, 6, 18, 2, 14]",34,"[0.0746271014213562, 0.25789642333984375, 0.1976671814918518, 0.43650561571121216, 0.03330370783805847]"
cite,"[18, 6, 8, 4]",34,"[0.3613741397857666, 0.13699209690093994, 0.10493205487728119, 0.14561760425567627, 0.2510841488838196]"
claim,"[18, 14, 2, 6, 19]",34,"[0.19275784492492676, 0.14416152238845825, 0.18426567316055298, 0.2806769907474518, 0.1981380432844162]"
clarify,"[18, 14, 2, 11, 6, 22, 21]",34,"[0.23657949268817902, 0.34894222021102905, 0.10688741505146027, 0.1987500786781311, 0.10884076356887817]"
conclude,"[18, 12, 5, 18, 14, 13, 20, 4]",34,"[0.13538962602615356, 0.2552637457847595, 0.315490186214447, 0.171685591340065, 0.12217077612876892]"
context,"[18, 12, 5, 8, 4, 27, 8]",34,"[0.16136087477207184, 0.2976507544517517, 0.12082439661026001, 0.35362905263900757, 0.0665348470211029]"
convert,"[18, 12, 5, 28, 4, 11, 8]",34,"[0.2704653739929199, 0.06287425011396408, 0.1655523031949997, 0.4675176739692688, 0.033590350300073624]"
counterclaim,"[18, 12, 13, 5, 8, 4, 11, 18, 14, 2, 6, 19]",34,"[0.3322431147098541, 0.1751428246498108, 0.16404040157794952, 0.2840813100337982, 0.044492434710264206]"
credible,"[18, 11, 4, 20, 6, 10, 14, 4]",34,"[0.08260985463857651, 0.13789726793766022, 0.09247362613677979, 0.6221421957015991, 0.06487700343132019]"
criteria,"[18, 11, 6, 8, 4, 11, 6, 2]",34,"[0.23080645501613617, 0.14707328379154205, 0.13890717923641205, 0.2562839984893799, 0.22692914307117462]"
debate,"[20, 4, 10, 2, 8, 4]",34,"[0.13436517119407654, 0.040811922401189804, 0.493307501077652, 0.30094000697135925, 0.030575452372431755]"
deduce,"[20, 4, 20, 13, 18, 4]",34,"[0.30697041749954224, 0.3743305206298828, 0.11741373687982559, 0.04942125454545021, 0.1518639773130417]"
elaborate,"[4, 14, 2, 10, 12, 11, 2, 8, 4]",34,"[0.13711990416049957, 0.4204919636249542, 0.047259487211704254, 0.3852536082267761, 0.009874924086034298]"
essential,"[4, 7, 7, 4, 5, 8, 6, 2, 14]",34,"[0.11681132018566132, 0.19468501210212708, 0.31231388449668884, 0.2662220597267151, 0.10996769368648529]"
evaluate,"[4, 28, 2, 14, 13, 2, 8, 4]",34,"[0.19184251129627228, 0.035552140325307846, 0.5805753469467163, 0.185507133603096, 0.006522997282445431]"
expository,"[4, 27, 3, 12, 7, 6, 8, 12, 11, 21]",34,"[0.049516141414642334, 0.39711958169937134, 0.34799015522003174, 0.18388932943344116, 0.02148488536477089]"
formulate,"[22, 12, 11, 19, 13, 14, 2, 8, 4]",34,"[0.20986497402191162, 0.4131201207637787, 0.053777966648340225, 0.3185765743255615, 0.004660394974052906]"
hypothesis,"[9, 21, 3, 12, 8, 9, 4, 7, 6, 7]",34,"[0.06483012437820435, 0.1481475979089737, 0.5008090734481812, 0.2520337700843811, 0.03417941555380821]"
illustrate,"[6, 14, 14, 13, 7, 8, 11, 2, 8, 4]",34,"[0.22933994233608246, 0.019943106919527054, 0.6486872434616089, 0.08583386987447739, 0.016195805743336678]"
inference,"[6, 5, 22, 4, 11, 4, 5, 18, 4]",34,"[0.16424627602100372, 0.2646118700504303, 0.21341708302497864, 0.1920313686132431, 0.16569341719150543]"
integrate,"[6, 5, 8, 4, 17, 11, 2, 8, 4]",34,"[0.15365874767303467, 0.4695391356945038, 0.07315003871917725, 0.2937633991241455, 0.009888584725558758]"
justify,"[23, 13, 7, 8, 6, 22, 21]",34,"[0.3637698292732239, 0.0803130641579628, 0.22085154056549072, 0.28004565834999084, 0.055019933730363846]"
plagiarism,"[3, 14, 2, 17, 6, 2, 11, 6, 7, 19]",34,"[0.08402467519044876, 0.08450818061828613, 0.4622173011302948, 0.24544590711593628, 0.12380389124155045]"
precise,"[3, 11, 4, 18, 6, 7, 4]",34,"[0.5908841490745544, 0.14897111058235168, 0.13321173191070557, 0.05694756656885147, 0.06998540461063385]"
primary source,"[3, 11, 6, 19, 2, 11, 21, 31, 7, 12, 13, 11, 18, 4]",34,"[0.30785974860191345, 0.21738940477371216, 0.12651394307613373, 0.31814631819725037, 0.030090566724538803]"
refine,"[11, 4, 22, 6, 5, 4]",34,"[0.49981772899627686, 0.259904146194458, 0.13634267449378967, 0.07876560837030411, 0.025169841945171356]"
research,"[11, 4, 7, 4, 2, 11, 18, 9]",34,"[0.31686142086982727, 0.3051554262638092, 0.14012661576271057, 0.14598022401332855, 0.09187626093626022]"
secondary source,"[7, 4, 18, 12, 5, 20, 2, 11, 21, 31, 7, 12, 13, 11, 18, 4]",34,"[0.2893676161766052, 0.08120768517255783, 0.2554478645324707, 0.33336812257766724, 0.040608685463666916]"
significant,"[7, 6, 17, 5, 6, 22, 6, 18, 2, 5, 8]",34,"[0.055470194667577744, 0.06715022772550583, 0.2925868034362793, 0.5604893565177917, 0.02430337481200695]"
specify,"[7, 3, 4, 18, 6, 22, 21]",34,"[0.11083590239286423, 0.08980932831764221, 0.3521040380001068, 0.17984427511692047, 0.26740652322769165]"
structure,"[7, 8, 11, 13, 18, 8, 13, 11, 4]",34,"[0.24333235621452332, 0.01707545481622219, 0.6282739639282227, 0.09831754863262177, 0.01300069410353899]"
synthesize,"[7, 21, 5, 8, 9, 4, 7, 6, 15, 4]",34,"[0.1895006150007248, 0.49405184388160706, 0.16125252842903137, 0.12514597177505493, 0.0300490353256464]"
transition,"[8, 11, 2, 5, 7, 6, 8, 6, 12, 5]",34,"[0.06590261310338974, 0.12852606177330017, 0.4423143267631531, 0.3185693025588989, 0.044687651097774506]"
valid,"[28, 2, 14, 6, 20]",34,"[0.18015916645526886, 0.5089929699897766, 0.1519637554883957, 0.11470353603363037, 0.04418063536286354]"
variable,"[28, 2, 11, 6, 2, 10, 14, 4]",34,"[0.09709299355745316, 0.17234796285629272, 0.34280988574028015, 0.36199188232421875, 0.025757290422916412]"
viewpoint,"[28, 6, 4, 26, 3, 12, 6, 5, 8]",34,"[0.3975631594657898, 0.13192670047283173, 0.2615432143211365, 0.19982917606830597, 0.00913778506219387]"
abundant,"[2, 10, 13, 5, 20, 2, 5, 8]",34,"[0.12739920616149902, 0.12397576868534088, 0.24944183230400085, 0.4645780026912689, 0.034605249762535095]"
adage,"[2, 20, 2, 17, 4]",34,"[0.2613159418106079, 0.279660165309906, 0.27263158559799194, 0.13900426030158997, 0.04738811030983925]"
analogy,"[2, 5, 2, 14, 12, 17, 21]",34,"[0.06680942326784134, 0.2688092887401581, 0.02761838026344776, 0.6217946410179138, 0.01496825646609068]"
clause,"[18, 14, 2, 13, 7, 4]",34,"[0.4426642060279846, 0.09695278853178024, 0.29607704281806946, 0.0853593721985817, 0.07894658297300339]"
complex sentence,"[18, 12, 19, 3, 14, 4, 27, 31, 7, 4, 5, 8, 4, 5, 18, 4]",34,"[0.34512120485305786, 0.09262591600418091, 0.1318119764328003, 0.38337257504463196, 0.04706830903887749]"
compound sentence,"[18, 12, 19, 3, 12, 13, 5, 20, 31, 7, 4, 5, 8, 4, 5, 18, 4]",34,"[0.1563287377357483, 0.09139766544103622, 0.3529972434043884, 0.3692414164543152, 0.03003494068980217]"
connotation,"[18, 12, 5, 5, 12, 8, 2, 8, 6, 12, 5]",34,"[0.06430594623088837, 0.12547600269317627, 0.1468348503112793, 0.636461079120636, 0.026922112330794334]"
denotation,"[20, 4, 5, 12, 8, 2, 8, 6, 12, 5]",34,"[0.07588361948728561, 0.30449992418289185, 0.1505829393863678, 0.4502311050891876, 0.01880243606865406]"
descriptive,"[20, 4, 7, 18, 11, 6, 3, 8, 6, 28, 4]",34,"[0.07708006352186203, 0.08484594523906708, 0.4476976692676544, 0.34244173765182495, 0.047934532165527344]"
etymology,"[4, 8, 21, 19, 12, 14, 12, 17, 21]",34,"[0.04149191826581955, 0.12492186576128006, 0.005497682839632034, 0.8220130801200867, 0.006075449753552675]"
figurative,"[22, 6, 17, 13, 11, 2, 8, 6, 28, 4]",34,"[0.16116179525852203, 0.050087206065654755, 0.5503653287887573, 0.23212485015392303, 0.0062607633881270885]"
formal language,"[22, 12, 11, 19, 2, 14, 31, 14, 2, 5, 17, 13, 2, 17, 4]",34,"[0.17628446221351624, 0.3044756352901459, 0.29712748527526855, 0.2167777121067047, 0.005334703251719475]"
hesitate,"[9, 4, 7, 6, 8, 2, 8, 4]",34,"[0.3051654100418091, 0.16041119396686554, 0.19086028635501862, 0.3126732110977173, 0.030889829620718956]"
homograph,"[9, 12, 19, 12, 17, 11, 2, 3, 9]",34,"[0.0652020201086998, 0.7559148669242859, 0.05597260221838951, 0.1176871806383133, 0.0052233412861824036]"
informal language,"[6, 5, 22, 12, 11, 19, 2, 14, 31, 14, 2, 5, 17, 13, 2, 17, 4]",34,"[0.06744036823511124, 0.08752673864364624, 0.6255828142166138, 0.2163594365119934, 0.0030906060710549355]"
maxim,"[19, 2, 27, 6, 19]",34,"[0.10023100674152374, 0.3086327612400055, 0.06760551780462265, 0.5033915042877197, 0.020139236003160477]"
morphology,"[19, 12, 11, 3, 9, 12, 14, 12, 17, 21]",34,"[0.05898935720324516, 0.14802765846252441, 0.03312258422374725, 0.7465686798095703, 0.013291635550558567]"
nuance,"[5, 13, 2, 5, 18, 4]",34,"[0.09391022473573685, 0.1871243119239807, 0.08532020449638367, 0.49008089303970337, 0.1435643434524536]"
persevere,"[3, 4, 11, 7, 4, 28, 4, 11, 4]",34,"[0.6761916875839233, 0.07335276156663895, 0.1304655522108078, 0.11099869012832642, 0.008991274982690811]"
proverb,"[3, 11, 12, 28, 4, 11, 10]",34,"[0.1029612347483635, 0.06046963110566139, 0.5195881128311157, 0.28495320677757263, 0.03202778100967407]"
reluctant,"[11, 4, 14, 13, 18, 8, 2, 5, 8]",34,"[0.09561195224523544, 0.019404873251914978, 0.6789839267730713, 0.19088862836360931, 0.015110692009329796]"
sensory language,"[7, 4, 5, 7, 12, 11, 21, 31, 14, 2, 5, 17, 13, 2, 17, 4]",34,"[0.13806642591953278, 0.05579638481140137, 0.553464949131012, 0.24028801918029785, 0.012384172528982162]"
vivid,"[28, 6, 28, 6, 20]",34,"[0.25202369689941406, 0.16507528722286224, 0.18061460554599762, 0.25835299491882324, 0.1439334750175476]"
angle,"[2, 5, 17, 14, 4]",34,"[0.5282060503959656, 0.13180242478847504, 0.22417400777339935, 0.09753426909446716, 0.018283294513821602]"
citizenship,"[18, 6, 8, 6, 15, 4, 5, 7, 9, 6, 3]",34,"[0.06246403232216835, 0.06517300754785538, 0.24888871610164642, 0.13919566571712494, 0.4842785894870758]"
colony,"[18, 12, 14, 12, 5, 21]",34,"[0.162588968873024, 0.2639531195163727, 0.042757946997880936, 0.46315696835517883, 0.06754305213689804]"
constitution,"[18, 12, 5, 7, 8, 6, 8, 13, 8, 6, 12, 5]",34,"[0.030222179368138313, 0.024758385494351387, 0.8228562474250793, 0.09717278927564621, 0.02499045804142952]"
consumer,"[18, 12, 5, 7, 13, 19, 4, 11]",34,"[0.15152890980243683, 0.30588793754577637, 0.09150809794664383, 0.2638094425201416, 0.18726567924022675]"
decimal,"[20, 4, 18, 6, 19, 2, 14]",34,"[0.0932609960436821, 0.7644535303115845, 0.04483489692211151, 0.0790276899933815, 0.018422722816467285]"
democracy,"[20, 4, 19, 12, 18, 11, 2, 18, 21]",34,"[0.05954045429825783, 0.22636787593364716, 0.12653455138206482, 0.5202249884605408, 0.06733212620019913]"
density,"[20, 4, 5, 7, 6, 8, 21]",34,"[0.11375366151332855, 0.09759275615215302, 0.15020331740379333, 0.18777696788311005, 0.4506732225418091]"
earthquake,"[4, 2, 11, 8, 9, 24, 13, 2, 16, 4]",34,"[0.5695422887802124, 0.03313235566020012, 0.3334403336048126, 0.059569235891103745, 0.004315831232815981]"
economy,"[4, 18, 12, 5, 12, 19, 21]",34,"[0.11957965791225433, 0.0909186527132988, 0.06995517760515213, 0.6853535771369934, 0.03419287130236626]"
equivalent,"[4, 24, 13, 6, 28, 2, 14, 4, 5, 8]",34,"[0.4345782697200775, 0.0756487250328064, 0.26359623670578003, 0.21090920269489288, 0.015267444774508476]"
erosion,"[4, 11, 12, 7, 6, 12, 5]",34,"[0.17215706408023834, 0.36363765597343445, 0.2277141958475113, 0.18492352962493896, 0.05156753584742546]"
executive,"[4, 27, 4, 18, 13, 8, 6, 28, 4]",34,"[0.03737737610936165, 0.8984787464141846, 0.02811615914106369, 0.03257489204406738, 0.003452934557572007]"
export,"[4, 27, 3, 12, 11, 8]",34,"[0.0636063888669014, 0.22959525883197784, 0.20639552175998688, 0.46703484654426575, 0.03336811065673828]"
food chain,"[22, 12, 12, 20, 31, 18, 9, 2, 6, 5]",34,"[0.18678328394889832, 0.0529601126909256, 0.6007744073867798, 0.12737517058849335, 0.0321069099009037]"
import,"[6, 19, 3, 12, 11, 8]",34,"[0.10663800686597824, 0.1333014816045761, 0.14030170440673828, 0.5922626256942749, 0.027496198192238808]"
independence,"[6, 5, 20, 4, 3, 4, 5, 20, 4, 5, 18, 4]",34,"[0.06731246411800385, 0.05979179963469505, 0.07160294055938721, 0.6268647909164429, 0.1744280606508255]"
judicial,"[23, 13, 20, 6, 18, 6, 2, 14]",34,"[0.09245075285434723, 0.14519917964935303, 0.3547617793083191, 0.24035094678401947, 0.16723741590976715]"
legislature,"[14, 4, 17, 6, 7, 14, 2, 8, 13, 11, 4]",34,"[0.4449283182621002, 0.03411206975579262, 0.388616681098938, 0.12080002576112747, 0.011542883701622486]"
mass,"[19, 2, 7, 7]",34,"[0.29991814494132996, 0.11455225199460983, 0.31913086771965027, 0.1281491369009018, 0.1382495015859604]"
matter,"[19, 2, 8, 8, 4, 11]",34,"[0.24201397597789764, 0.2186564803123474, 0.2861615717411041, 0.21581360697746277, 0.03735428676009178]"
nonrenewable,"[5, 12, 5, 11, 4, 5, 4, 26, 2, 10, 14, 4]",34,"[0.2862741947174072, 0.14555047452449799, 0.3474477231502533, 0.20961524546146393, 0.011112352833151817]"
producer,"[3, 11, 12, 20, 13, 18, 4, 11]",34,"[0.23028165102005005, 0.23464973270893097, 0.22213828563690186, 0.26110178232192993, 0.05182863771915436]"
protractor,"[3, 11, 12, 8, 11, 2, 18, 8, 12, 11]",34,"[0.0817946270108223, 0.1565476357936859, 0.11367303133010864, 0.6342825889587402, 0.013702159747481346]"
renewable,"[11, 4, 5, 4, 26, 2, 10, 14, 4]",34,"[0.2783510386943817, 0.1869443655014038, 0.2346239984035492, 0.2760082483291626, 0.024072274565696716]"
revolution,"[11, 4, 28, 12, 14, 13, 8, 6, 12, 5]",34,"[0.08070564270019531, 0.18272092938423157, 0.41330134868621826, 0.3017679750919342, 0.02150414139032364]"
scarcity,"[7, 18, 2, 11, 18, 6, 8, 21]",34,"[0.08157701790332794, 0.4700555205345154, 0.1274738758802414, 0.11361037194728851, 0.20728321373462677]"
symmetry,"[7, 21, 19, 19, 4, 8, 11, 21]",34,"[0.12431852519512177, 0.0830678790807724, 0.42425575852394104, 0.2885897755622864, 0.0797680988907814]"
tectonic plates,"[8, 4, 18, 8, 12, 5, 6, 18, 31, 3, 14, 2, 8, 4, 7]",34,"[0.18489253520965576, 0.036791589111089706, 0.35801926255226135, 0.38804399967193604, 0.032252609729766846]"
volcano,"[28, 12, 14, 18, 2, 5, 12]",34,"[0.14995384216308594, 0.34245648980140686, 0.07338225841522217, 0.41411131620407104, 0.020096061751246452]"
volume,"[28, 12, 14, 13, 19, 4]",34,"[0.26624301075935364, 0.3085613548755646, 0.10712872445583344, 0.3031882643699646, 0.014878639951348305]"
weathering,"[26, 4, 2, 8, 9, 4, 11, 6, 5, 17]",34,"[0.2954234182834625, 0.10394976288080215, 0.4994373023509979, 0.08681714534759521, 0.01437231246381998]"
allusion,"[2, 14, 14, 13, 7, 6, 12, 5]",34,"[0.09716370701789856, 0.04447810724377632, 0.7465106844902039, 0.07423762232065201, 0.03760986775159836]"
antagonist,"[2, 5, 8, 2, 17, 12, 5, 6, 7, 8]",34,"[0.05905419588088989, 0.10072727501392365, 0.0594845749437809, 0.7732915282249451, 0.007442347705364227]"
climax,"[18, 14, 6, 19, 2, 27]",34,"[0.11090226471424103, 0.26828324794769287, 0.11951044201850891, 0.44332367181777954, 0.05798032507300377]"
flashback,"[22, 14, 2, 7, 9, 10, 2, 18, 16]",34,"[0.09020449966192245, 0.09000507742166519, 0.44383901357650757, 0.058022547513246536, 0.31792882084846497]"
foreshadowing,"[22, 12, 11, 4, 7, 9, 2, 20, 12, 26, 6, 5, 17]",34,"[0.5979692339897156, 0.27874013781547546, 0.08750642091035843, 0.033772923052310944, 0.002011439297348261]"
genre,"[17, 4, 5, 11, 4]",34,"[0.6376875638961792, 0.06556296348571777, 0.14454412460327148, 0.11024808883666992, 0.041957274079322815]"
historical fiction,"[9, 6, 7, 8, 12, 11, 6, 18, 2, 14, 31, 22, 6, 18, 8, 6, 12, 5]",34,"[0.1218363344669342, 0.04845183715224266, 0.5858416557312012, 0.21087302267551422, 0.03299713134765625]"
imagery,"[6, 19, 2, 17, 4, 11, 21]",34,"[0.24021989107131958, 0.20560912787914276, 0.18825596570968628, 0.33474966883659363, 0.03116530552506447]"
irony,"[6, 11, 12, 5, 21]",34,"[0.31209123134613037, 0.11208474636077881, 0.13966624438762665, 0.3421858251094818, 0.09397199749946594]"
memoir,"[19, 4, 19, 12, 6, 11]",34,"[0.4751436114311218, 0.09011870622634888, 0.11919155716896057, 0.2908928394317627, 0.024653175845742226]"
mood,"[19, 12, 12, 20]",34,"[0.22879807651042938, 0.2045576572418213, 0.32540860772132874, 0.17972293496131897, 0.061512771993875504]"
narrative,"[5, 2, 11, 11, 2, 8, 6, 28, 4]",34,"[0.1036066934466362, 0.1508880853652954, 0.44333770871162415, 0.2851141691207886, 0.017053408548235893]"
omniscient,"[12, 19, 5, 6, 7, 18, 6, 4, 5, 8]",34,"[0.16201919317245483, 0.0239707063883543, 0.6042665243148804, 0.17001017928123474, 0.03973342850804329]"
parody,"[3, 2, 11, 12, 20, 21]",34,"[0.23325660824775696, 0.39109301567077637, 0.045012734830379486, 0.30742526054382324, 0.023212406784296036]"
perspective,"[3, 4, 11, 7, 3, 4, 18, 8, 6, 28, 4]",34,"[0.06490739434957504, 0.038463294506073, 0.07352793216705322, 0.8127783536911011, 0.010323068127036095]"
plot,"[3, 14, 12, 8]",34,"[0.1701715886592865, 0.1132388487458229, 0.22074700891971588, 0.44813069701194763, 0.047711897641420364]"
